"","uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","boutNumber","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"557","15c5b2d6-a250-4e6d-9590-79711a589f4c","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",8,"2017-06-28T13:38Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"558","786b03a8-7b06-424c-8c67-a3a9bebcb77d","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",8,"2017-06-28T13:38Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Male",1,NA,"JRUEB",NA
"563","9c56b00e-1e3e-4f49-93ee-11775a3969df","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",8,"2017-06-28T13:38Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"564","cdaf0251-d175-4e33-b2ea-5b09794f5c98","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",8,"2017-06-28T13:38Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"565","7afcdf76-71db-41aa-a28c-3af5aa3d0a52","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",9,"2017-06-28T14:01Z",1,"BRD.BART.2017.1",1,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"566","5de41e3c-6e0b-472c-a438-f58468e2babb","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",9,"2017-06-28T14:01Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"567","1af63151-7aaf-4996-a299-1cdbbc63ad00","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",9,"2017-06-28T14:01Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"568","609518de-85a4-48d7-8ecd-baa7fc349b69","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",9,"2017-06-28T14:01Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"569","6e27cd3f-fca9-4a84-9f80-5bfc605cba15","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",1,"2017-06-29T09:53Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",40,"singing","No","Male",1,NA,"JRUEB",NA
"570","61298ffd-36a7-4040-bdb3-0bb38e54a675","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",1,"2017-06-29T09:53Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Male",1,NA,"JRUEB",NA
"571","3acd06b8-1f7e-4f8a-ab65-73932087f7a7","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",1,"2017-06-29T09:53Z",1,"BRD.BART.2017.1",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"572","5c003413-9172-4ed5-8c39-609f70a4a566","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",1,"2017-06-29T09:53Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"574","e10b4f02-2d79-4d7f-87ce-226d354a41c5","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",1,"2017-06-29T09:53Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"578","bf496c62-15e8-4971-a9a3-7e65441ceea3","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",2,"2017-06-29T10:08Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",50,"singing","No","Male",1,NA,"JRUEB",NA
"582","3e48097d-bf2e-43a2-b79d-583410f90395","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",2,"2017-06-29T10:08Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"584","bc5d8a0b-5727-47d8-afa6-409d6ed6a9cd","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",2,"2017-06-29T10:08Z",1,"BRD.BART.2017.1",2,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"585","461479c6-4495-4114-986b-3b8ffb912cbe","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",2,"2017-06-29T10:08Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"586","fa5bff3d-9e26-4fa9-ba80-ee2d57e82c21","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",3,"2017-06-29T10:20Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"587","8dc2924f-9a45-4299-a625-56b2c9d15c09","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",3,"2017-06-29T10:20Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"591","d30bf192-30af-434a-8264-2dda0a1020df","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",3,"2017-06-29T10:20Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"592","742975cf-c203-4f6c-b9ee-77be86e20e86","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",3,"2017-06-29T10:20Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"597","50827964-4b4c-4ef8-a42f-1b38084e075e","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",6,"2017-06-29T10:38Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"598","03e82c4c-5192-4677-8990-974b6d757062","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",6,"2017-06-29T10:38Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"600","7917aa64-c3b8-407d-bcba-210140ebe810","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",6,"2017-06-29T10:38Z",1,"BRD.BART.2017.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",25,"singing","No","Male",1,NA,"JRUEB",NA
"602","7dbe92f2-5e65-413f-9387-94d17061aec9","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",6,"2017-06-29T10:38Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"604","ae1fe343-4335-4f6f-bebd-0456e7ccea30","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",5,"2017-06-29T10:51Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"608","367bb786-fc4d-492a-9b82-0dddd2a936e2","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",5,"2017-06-29T10:51Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"610","1cd68289-1505-4190-a4ad-7d69f0cbc18a","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",5,"2017-06-29T10:51Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"612","0d1d0b6f-8c34-49a2-bf1c-bc91626f642b","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",4,"2017-06-29T11:10Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"613","bb95dc7b-8444-4be4-8751-1f0541207eac","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",4,"2017-06-29T11:10Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"617","8adf99f8-0ab1-4473-82f1-dfbb009944e5","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",4,"2017-06-29T11:10Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"618","820f7c3a-9ccc-4589-9bf3-0bc885c5ebdc","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",4,"2017-06-29T11:10Z",1,"BRD.BART.2017.1",6,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"620","8777b93e-c690-41fb-8958-221fdaae5ff7","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",4,"2017-06-29T11:10Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"621","2a487f32-16d5-4a7b-86e6-83a645cf4f92","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",4,"2017-06-29T11:10Z",1,"BRD.BART.2017.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",50,"singing","No","Male",1,NA,"JRUEB",NA
"622","2ecb616b-9356-4a26-8683-a5070561f587","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",50,"singing","No","Male",1,NA,"JRUEB",NA
"623","63ac6fc8-bb9b-446e-8c55-54565e700509","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"625","d28c6bfd-cc0f-420d-b89b-6d77fe19fc58","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"627","24171ad1-a4f4-4139-bfa8-74f81494e176","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"628","e2f8e829-8b2d-4948-b299-e0c28797f412","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"629","220b327d-74ec-4a9b-8c48-bcb263e5c664","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"630","4495cb49-d54e-46b6-9289-44829dc92ae3","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",4,"Y","VEER","Catharus fuscescens","species","Veery",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"631","7ddc3ec8-f1a9-425a-b893-a03befec2069","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",3,"2017-06-29T12:06Z",1,"BRD.BART.2017.1",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",50,"singing","No","Male",1,NA,"JRUEB",NA
"632","ef73755d-1e12-4e9d-ab68-270a5285e6b7","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",45,"singing","No","Male",1,NA,"JRUEB",NA
"633","6ef9805b-cf41-4d8c-b162-ea15d92151f7","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"635","6864dc8a-b824-40de-aeeb-4d684075906c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"637","e865081b-c60b-4998-91ce-6240e6ad4d39","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",4,"Y","HETH","Catharus guttatus","species","Hermit Thrush",15,"calling","No","Unknown",1,NA,"JRUEB",NA
"638","a93cb7b4-e90d-47c7-a6a0-671f4448914b","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"640","acb94bdc-943f-457c-b7ab-5ebc6ea37cfd","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",1,"Y","GCKI","Regulus satrapa","species","Golden-crowned Kinglet",25,"singing","No","Male",1,NA,"JRUEB",NA
"641","9a598bc4-bb57-4bdf-ab91-bb0f15645ebf","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",60,"singing","No","Male",1,NA,"JRUEB",NA
"642","97642c66-f066-42be-b92a-62fe5cb7972f","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",2,"2017-06-29T12:25Z",1,"BRD.BART.2017.1",3,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",20,"calling","No","Unknown",1,NA,"JRUEB",NA
"643","ba64be5d-1adb-42d0-97ac-fe8bd43c3420","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",1,"2017-06-29T12:45Z",1,"BRD.BART.2017.1",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",30,"singing","No","Male",1,NA,"JRUEB",NA
"644","31e567d1-36b7-4dc7-8cb3-8fe8e5d26627","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",1,"2017-06-29T12:45Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"645","f287a62b-3219-4b09-a69e-a1f165bd0756","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",1,"2017-06-29T12:45Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",15,"singing","No","Male",1,NA,"JRUEB",NA
"648","8f9e089b-12be-41a5-acef-7193538f3801","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",1,"2017-06-29T12:45Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"651","d17f11e0-09cf-49ad-bd09-5323b30f6a7d","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",1,"2017-06-29T12:45Z",1,"BRD.BART.2017.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",35,"singing","No","Male",1,NA,"JRUEB",NA
"652","35c9b601-bf1f-4e81-b927-5757db1d077b","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",4,"2017-06-29T13:14Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",15,"singing","No","Male",1,NA,"JRUEB",NA
"653","7c6d1719-d9e1-43b1-84c5-d41f9ee021f0","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",4,"2017-06-29T13:14Z",1,"BRD.BART.2017.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",25,"singing","No","Male",1,NA,"JRUEB",NA
"654","3d6f0abd-c52f-4739-a8ad-80f04c42d66b","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",4,"2017-06-29T13:14Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"657","06af7d3e-f5f6-4398-b108-0408b0b7d638","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",4,"2017-06-29T13:14Z",1,"BRD.BART.2017.1",2,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"660","94d8c554-8af0-44d2-845f-86bd6ad139a7","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",4,"2017-06-29T13:14Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"661","4e5e6fec-0271-47ce-867c-be46f5e5c2df","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",5,"2017-06-29T13:31Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",50,"singing","No","Male",1,NA,"JRUEB",NA
"662","836c1d07-26ca-4345-9788-6eebc0a9fceb","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",5,"2017-06-29T13:31Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",40,"singing","No","Male",1,NA,"JRUEB",NA
"664","103d4fd2-bf45-4e75-b854-bd2ff6aa7978","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",5,"2017-06-29T13:31Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"665","17fca67c-9a74-4eec-ace7-822bd6d7720d","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",5,"2017-06-29T13:31Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",30,"singing","No","Male",1,NA,"JRUEB",NA
"667","3dcad539-f3af-46e7-9818-508cbf378145","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",5,"2017-06-29T13:31Z",1,"BRD.BART.2017.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",40,"singing","No","Male",1,NA,"JRUEB",NA
"670","e92111b8-4d45-422b-b18b-31bcd32a510a","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2017-06-29T13:50Z",1,"BRD.BART.2017.1",6,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"672","b55df8f2-4ae9-4a91-a931-cd51faaca971","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2017-06-29T13:50Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",10,"singing","No","Male",1,NA,"JRUEB",NA
"674","430120dd-0e61-49cb-912a-732cd6a8d172","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2017-06-29T13:50Z",1,"BRD.BART.2017.1",6,"Y","AMRE","Setophaga ruticilla","species","American Redstart",25,"singing","No","Male",1,NA,"JRUEB",NA
"676","91f99501-f2b6-44cf-ae31-9d3351c69e90","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2017-06-29T13:50Z",1,"BRD.BART.2017.1",6,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"677","f2a622db-324a-4b05-9b34-8619b62f0b26","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2017-06-29T13:50Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"678","176e99d7-4ee9-42bb-aaa2-b212cf865634","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2017-06-29T14:17Z",1,"BRD.BART.2017.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",40,"singing","No","Male",1,NA,"JRUEB",NA
"679","20371914-abea-40e0-87fe-ff362d5035ec","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2017-06-29T14:17Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"681","ef3589f0-b5a3-4bf4-a7fc-c58c12959854","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2017-06-29T14:17Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"682","9c57ac42-1d80-43dd-aa6b-c2a22de14079","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2017-06-29T14:17Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"683","1b22e7d3-3735-42f5-a92c-65ebe41cd819","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2017-06-29T14:17Z",1,"BRD.BART.2017.1",2,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
