"","uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","boutNumber","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"256","a688989f-d933-4e6b-9a69-67bcf1ac03ce","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",7,"2017-06-22T12:59Z",1,"BRD.BART.2017.1",5,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"257","22f4a109-bd72-4813-8d18-cb97a0934637","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",7,"2017-06-22T12:59Z",1,"BRD.BART.2017.1",4,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"258","0f108e32-3639-4cd4-bde1-b2ceaff7cf3c","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",7,"2017-06-22T12:59Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"260","b1391346-07f8-4ce2-8fbc-9366ccdbaef8","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",7,"2017-06-22T12:59Z",1,"BRD.BART.2017.1",2,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"261","612dd602-1c78-4e1f-8d59-eaffaa29e250","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",7,"2017-06-22T12:59Z",1,"BRD.BART.2017.1",3,"Y","HETH","Catharus guttatus","species","Hermit Thrush",50,"singing","No","Male",1,NA,"JRUEB",NA
"262","85beb14e-9d88-42cb-8e1b-985c33ebf0da","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",7,"2017-06-22T12:59Z",1,"BRD.BART.2017.1",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",60,"singing","No","Male",1,NA,"JRUEB",NA
"264","6f320583-0fa4-434d-931b-e63f1332eea5","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",8,"2017-06-22T13:15Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"265","310e37d3-2dac-4c24-a15a-9142dd8b3a65","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",8,"2017-06-22T13:15Z",1,"BRD.BART.2017.1",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"266","3e6043a2-73e3-40c9-a667-ec7128893bf0","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",8,"2017-06-22T13:15Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"268","7ec8a5b5-9a24-4ccf-b864-6f2f2476c160","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",8,"2017-06-22T13:15Z",1,"BRD.BART.2017.1",3,"Y","CORA","Corvus corax","species","Common Raven",20,"flyover","No","Unknown",1,NA,"JRUEB",NA
"270","d64798bf-54e7-4e3d-b76b-94014046a457","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",8,"2017-06-22T13:15Z",1,"BRD.BART.2017.1",4,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"273","88ea618d-5653-43a1-bd14-92b66d2eb026","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",9,"2017-06-22T13:29Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"274","09aceb9f-adbf-4ca4-afc3-0d31131c726b","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",9,"2017-06-22T13:29Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"277","cf6f7e80-70e1-4179-a149-88bfe411510d","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",9,"2017-06-22T13:29Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"279","331957d5-6080-493e-9b49-c3c6a6a5376f","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",2,"2017-06-22T13:48Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",15,"singing","No","Male",1,NA,"JRUEB",NA
"280","94954bdc-c35c-43f4-a1cf-4dd9a87faceb","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",2,"2017-06-22T13:48Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"284","840d969a-a15a-4f16-8983-9747e731d14f","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",2,"2017-06-22T13:48Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"286","e780524b-ad49-4ecd-a63c-338d9b78d04c","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",2,"2017-06-22T13:48Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"288","2b0f5d72-e3b9-405d-aa6f-6797d8f2d665","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",1,"2017-06-22T14:00Z",1,"BRD.BART.2017.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"289","d57129f8-fdec-4efb-ac06-0fdfe883d1d6","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",1,"2017-06-22T14:00Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"291","a09fb71a-e329-451e-ad9a-c8af80d00cbe","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",1,"2017-06-22T14:00Z",1,"BRD.BART.2017.1",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"292","0bac58fa-59a0-4dc8-9b35-632c9767d97f","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",1,"2017-06-22T14:00Z",1,"BRD.BART.2017.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Male",1,NA,"JRUEB",NA
"295","46f012bd-743c-41a2-9da6-65aa68800e2c","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",3,"2017-06-22T14:15Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"297","c43409db-ad67-43ab-9930-89b4bc61cff8","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",3,"2017-06-22T14:15Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"299","6a705dcd-72d1-46bf-a27c-93fe5a2d92d6","BART_016.birdGrid.brd","D01","BART","BART_016","distributed",3,"2017-06-22T14:15Z",1,"BRD.BART.2017.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"singing","No","Male",1,NA,"JRUEB",NA
"300","f4db1242-637d-41ba-ab8e-6903178c2021","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",7,"2017-06-27T09:33Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"302","0f3e4cf2-24b2-4017-a19c-109107189c2c","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",7,"2017-06-27T09:33Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",50,"singing","No","Male",1,NA,"JRUEB",NA
"303","9990b163-4cfa-423c-97b4-fc3069c6bb78","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",7,"2017-06-27T09:33Z",1,"BRD.BART.2017.1",1,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",35,"singing","No","Male",1,NA,"JRUEB",NA
"304","a00c3f64-39b5-4fdd-a3e3-c7a23bd01c41","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",7,"2017-06-27T09:33Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"305","25205d01-a3e9-4655-8f15-24f3eb576bc3","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",7,"2017-06-27T09:33Z",1,"BRD.BART.2017.1",5,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"306","684263e3-13ae-4a7e-890b-6133bf4d9c00","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",7,"2017-06-27T09:33Z",1,"BRD.BART.2017.1",3,"Y","UNWO","Picidae sp.","family",NA,60,"drumming","No","Unknown",1,NA,"JRUEB",NA
"307","2b319eca-6d51-44fb-83b4-3bcb23a2a5bb","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",7,"2017-06-27T09:33Z",1,"BRD.BART.2017.1",5,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"311","fc2b5e22-b484-4c6d-a8f6-336e7298a8d7","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"312","eee63743-8a86-4a88-9c6e-93affd29838b","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",4,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",25,"calling","No","Unknown",1,NA,"JRUEB",NA
"313","4cfb9365-0f48-4dfc-bb1f-7270f151b3ef","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",4,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",80,"singing","No","Male",1,NA,"JRUEB",NA
"314","056fde5d-d6bd-4fd4-bf75-30a3f85960f9","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"316","cc2d4ef3-532c-4870-a3e4-c0bb4cb87b59","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"317","dac4d5e8-ce8f-47bb-823d-0c357303e8c8","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",60,"singing","No","Male",1,NA,"JRUEB",NA
"318","1a722186-e95b-4dd4-b7fe-9353a0507fde","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"320","be6ac73e-3124-4a25-accf-01e5f721a03a","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",8,"2017-06-27T09:47Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"321","c68a71fb-ca07-49f1-8be2-4bb866f0c944","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",5,"2017-06-27T10:00Z",1,"BRD.BART.2017.1",6,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",20,"calling","No","Unknown",1,NA,"JRUEB",NA
"322","2c107a02-354d-420a-b7b7-593ac3c34bdb","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",5,"2017-06-27T10:00Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"324","9bd6393d-bf2b-4e9c-8bca-834723f66f8b","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",5,"2017-06-27T10:00Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"325","e00d31c6-b03c-4a4a-aa77-42c75baec853","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",5,"2017-06-27T10:00Z",1,"BRD.BART.2017.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",15,"singing","No","Male",1,NA,"JRUEB",NA
"327","247e6660-6a70-4a35-a9fb-28e2e151183c","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",5,"2017-06-27T10:00Z",1,"BRD.BART.2017.1",1,"Y","EAWP","Contopus virens","species","Eastern Wood-Pewee",20,"calling","No","Unknown",1,NA,"JRUEB",NA
"330","68f9396d-1ea4-47d5-a6a0-b921b8ae711e","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",4,"2017-06-27T10:16Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"331","2f3fdfe0-9075-4f7c-a9f9-1c57696af519","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",4,"2017-06-27T10:16Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",60,"singing","No","Male",1,NA,"JRUEB",NA
"333","a3b8cad6-4fab-47ea-a36c-b9ec53f56a0d","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",4,"2017-06-27T10:16Z",1,"BRD.BART.2017.1",6,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"334","e6011f29-a614-4cb5-816d-a3f3ee4aa877","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",4,"2017-06-27T10:16Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"336","74080caa-b78f-4629-99e9-10ede1631dfc","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",4,"2017-06-27T10:16Z",1,"BRD.BART.2017.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"338","143353cd-98fd-45c7-a9e9-9bde254d74f6","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",1,"2017-06-27T10:44Z",1,"BRD.BART.2017.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"342","bbbb9b6f-e5c3-4bab-8399-777ffa16e135","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",1,"2017-06-27T10:44Z",1,"BRD.BART.2017.1",1,"Y","BRCR","Certhia americana","species","Brown Creeper",30,"singing","No","Male",1,NA,"JRUEB",NA
"343","3d3c7d44-f090-4fe8-9435-0eaf24ab27e0","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",1,"2017-06-27T10:44Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"344","f9b5f900-0605-4708-a522-4dc1c008404e","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",1,"2017-06-27T10:44Z",1,"BRD.BART.2017.1",1,"Y","GCKI","Regulus satrapa","species","Golden-crowned Kinglet",15,"singing","No","Male",1,NA,"JRUEB",NA
"347","566c0cc2-d4da-436c-8fdf-2786e2254f03","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",3,"Y","PIWO","Dryocopus pileatus","species","Pileated Woodpecker",40,"calling","No","Unknown",1,NA,"JRUEB",NA
"348","6ec94910-636c-4a1c-8786-1d90279c1c1d","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Male",1,NA,"JRUEB",NA
"349","d8cf37cc-1e74-48b3-9667-d64639f9f45b","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",4,"Y","AMRE","Setophaga ruticilla","species","American Redstart",45,"singing","No","Male",1,NA,"JRUEB",NA
"350","1b1bd55c-bb34-4d9c-a147-62143e6fa902","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"351","c856049b-fe9a-4e16-bbdb-dc8b6b029593","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"352","a7afb87c-eeb8-467d-ac6c-75faac1ff455","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"354","6d686324-0f42-4526-ac75-20e5a5276648","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",1,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"355","a3c826b7-1bff-4414-9ab9-e21f4420cac2","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",2,"2017-06-27T10:58Z",1,"BRD.BART.2017.1",5,"Y","GCKI","Regulus satrapa","species","Golden-crowned Kinglet",65,"singing","No","Male",1,NA,"JRUEB",NA
"356","149ac2e8-8e67-4d4a-aa15-2780bac39ed4","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",6,"2017-06-27T11:08Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",15,"singing","No","Male",1,NA,"JRUEB",NA
"358","a37d7576-23e7-423d-bd63-2b370c5a7bc0","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",6,"2017-06-27T11:08Z",1,"BRD.BART.2017.1",1,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",10,"singing","No","Male",1,NA,"JRUEB",NA
"360","f1c51761-409a-4449-a898-7a8b10829362","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",6,"2017-06-27T11:08Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"361","c185a8f3-26f7-42d9-a868-8c395cbf1252","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",6,"2017-06-27T11:08Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",60,"singing","No","Male",1,NA,"JRUEB",NA
"363","7d828275-44af-410d-94d2-9087b61cf648","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",6,"2017-06-27T11:08Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"365","2a0f0285-298e-411a-b29a-5487e59a1fa6","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",6,"2017-06-27T11:08Z",1,"BRD.BART.2017.1",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"366","3938521c-0653-4bae-b308-1d3d6dbeb231","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",6,"2017-06-27T11:08Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Male",1,NA,"JRUEB",NA
"368","3115f3a8-d064-42ac-8202-05537c837eab","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",9,"2017-06-27T11:25Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"370","1a781023-d450-41d0-aad9-da03e793a674","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",9,"2017-06-27T11:25Z",1,"BRD.BART.2017.1",1,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"372","a6474313-ebcb-46a6-9e6c-aabf96191797","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",9,"2017-06-27T11:25Z",1,"BRD.BART.2017.1",5,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Male",1,NA,"JRUEB",NA
"373","56bcf8f2-5111-4df4-b41b-c435a8f0ce4f","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",9,"2017-06-27T11:25Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"374","d4389db5-d5a2-43d4-a0c6-498872385158","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",9,"2017-06-27T11:25Z",1,"BRD.BART.2017.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"375","6f4009df-d479-4209-9dab-03cbc9d1fbf2","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",9,"2017-06-27T11:25Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"376","51849c18-4a5c-4aa2-beee-4259630a56fc","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",9,"2017-06-27T11:25Z",1,"BRD.BART.2017.1",3,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"377","cb1ac5c0-302d-4c88-bc07-5a97f64021a0","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",5,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"378","21def910-be5d-432a-8d4d-e9e9ec62ffd8","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",1,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",15,"visual","Yes","Unknown",1,NA,"JRUEB",NA
"379","093b8cc4-0ba8-4f2a-a1c1-13da4b2a3bdc","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",4,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",45,"singing","No","Male",1,NA,"JRUEB",NA
"380","65b07b8a-b295-4ef9-88c0-7e85d56ef11e","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"381","aceb0175-3594-4c96-abb8-02441e77118b","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"382","9c3a5122-0202-4c52-a456-ce8c751bd020","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",2,"Y","WBNU","Sitta carolinensis","species","White-breasted Nuthatch",10,"visual","Yes","Unknown",1,NA,"JRUEB",NA
"384","d34a0ca4-9465-4a31-a08c-e6ef18cec29c","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"385","697af9bc-abeb-4d37-a130-4ac080143745","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",1,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",30,"singing","No","Male",1,NA,"JRUEB",NA
"386","4daab230-c1f8-4784-b6a1-6620fc1f6f80","BART_009.birdGrid.brd","D01","BART","BART_009","distributed",3,"2017-06-27T11:45Z",1,"BRD.BART.2017.1",4,"Y","RTHU","Archilochus colubris","species","Ruby-throated Hummingbird",10,"visual","Yes","Unknown",1,NA,"JRUEB",NA
"390","e8fe04d6-9209-44d5-aa86-aee8c69e9e9c","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2017-06-27T12:16Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"391","b10c59be-92a1-4a89-b715-350c1149de99","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2017-06-27T12:16Z",1,"BRD.BART.2017.1",1,"Y","VEER","Catharus fuscescens","species","Veery",60,"singing","No","Male",1,NA,"JRUEB",NA
"392","c389eca1-d8b3-4072-a3c4-6fcbed555928","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2017-06-27T12:16Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"393","2b04b414-d283-4753-8807-3eec672f0d08","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2017-06-27T12:16Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"396","e83c7900-7e4d-42c3-a2a2-4689e10247d5","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2017-06-27T12:34Z",1,"BRD.BART.2017.1",2,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",90,"singing","No","Male",1,NA,"JRUEB",NA
"397","c95ee982-b9be-4193-94d5-364e5820b260","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2017-06-27T12:34Z",1,"BRD.BART.2017.1",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"398","ddce5a3a-75a4-4b92-8544-8ae569ad89a1","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2017-06-27T12:34Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
